,weapon,map,distance,killer name
70,Punch,ERANGEL,7969.815231426133,SantaCoCo
71,R1895,ERANGEL,7984.1311735643485,SantaCoCo
72,Punch,ERANGEL,3789.8346549288926,ggzhang123
73,Punch,ERANGEL,3781.760155215822,ggzhang123
74,Punch,ERANGEL,6893.269622469805,minggliiu
75,Hit by Car,ERANGEL,3269.1152001673177,longzai1906
76,Hit by Car,ERANGEL,3284.539572975945,longzai1906
77,P1911,ERANGEL,6858.5419256231135,AHao_yy5905595
78,Punch,ERANGEL,5373.005440804243,shengqi666666
79,Punch,ERANGEL,7685.022715823812,Teganin
80,Punch,ERANGEL,3412.5575666992054,dajiehuozhenbang
81,Sickle,ERANGEL,7324.3230744773955,ganja1620
82,Punch,ERANGEL,3358.6258852907386,zhongjipiguai66
83,Punch,ERANGEL,4141.200536852206,AK21
84,Punch,ERANGEL,7956.763737933219,safeoldboy
85,Punch,ERANGEL,7941.892094403261,safeoldboy
86,Punch,ERANGEL,7964.73620446754,safeoldboy
87,Punch,ERANGEL,7694.062736413383,LupusXXI
88,Punch,ERANGEL,6188.210934539076,xIsolophobiax
89,Punch,ERANGEL,6189.5796129337405,xIsolophobiax
90,Sickle,ERANGEL,6214.504568558462,Jalikias
91,R1895,ERANGEL,6752.884721133036,kzgh
92,R1895,ERANGEL,6766.995587053386,kzgh
93,Hit by Car,ERANGEL,7053.021226432612,viggoking
94,Hit by Car,ERANGEL,7513.856211629285,tao178045
95,Punch,ERANGEL,3385.926170491761,Wend_Rain
96,P92,ERANGEL,7557.073947580836,MultipleLetters
97,Punch,ERANGEL,7968.32862991964,PsuedoPlayer
98,Punch,ERANGEL,7980.209116883591,PsuedoPlayer
99,Punch,ERANGEL,7987.602220888319,VisibleShabow
100,Punch,ERANGEL,6990.10950342525,Alleang
101,Punch,ERANGEL,6968.415151306788,Alleang
102,Punch,ERANGEL,6965.127078224273,Alleang
103,Punch,ERANGEL,4618.623430343938,ChingChang_wala
104,Punch,ERANGEL,4006.167450510899,pisoAKA
105,Punch,ERANGEL,3090.5635787734577,Ajie999666
106,Punch,ERANGEL,3086.4870687273255,Jia95270
107,R1895,ERANGEL,9056.868019429729,Maximalist1931
108,R1895,ERANGEL,9069.634164936202,Maximalist1931
109,Punch,ERANGEL,6011.044204295957,ChocolateLab
110,Punch,ERANGEL,5993.786943618283,ChocolateLab
111,Punch,ERANGEL,3366.295428955694,JustMeUknown
112,Punch,ERANGEL,3358.704166922267,JustMeUknown
113,Punch,ERANGEL,3378.9536540711833,JustMeUknown
114,Punch,ERANGEL,3358.662845073468,JustMeUknown
115,Punch,ERANGEL,3379.5225185448903,JustMeUknown
116,Punch,ERANGEL,2781.5266966464656,20475-zqc
117,Punch,ERANGEL,2760.9116108767407,20475-zqc
118,Punch,ERANGEL,5860.381880163272,Ruger_
119,Punch,ERANGEL,7923.653641318064,HeavyHittaz
120,Punch,ERANGEL,7938.880769104988,HeavyHittaz
121,Punch,ERANGEL,7946.071879355548,HeavyHittaz
122,Punch,ERANGEL,6885.64391533842,Ilovesummer
123,Hit by Car,ERANGEL,6914.908569103427,NoGameNoBlame
124,P1911,ERANGEL,5449.768583136443,Pycheas2017
125,P1911,ERANGEL,8342.271791038998,Viroza
126,P1911,ERANGEL,8351.43105609332,Viroza
127,P1911,ERANGEL,8330.968394033014,Viroza
128,Punch,ERANGEL,5061.998696088829,ItasukaKotori
129,Punch,ERANGEL,8505.106517668664,longBB11
130,Punch,ERANGEL,8509.90114794032,longBB11
131,Punch,ERANGEL,4542.406288655607,aipi123
132,Punch,ERANGEL,3186.7254709328195,WYHYQ
133,Punch,ERANGEL,6285.243796243467,Ems_yuan
134,Punch,ERANGEL,7988.208040071627,zhang_dakai
135,Punch,ERANGEL,7987.965738589645,zhang_dakai
136,Punch,ERANGEL,4963.929160693976,SplNieyuhua
137,Punch,ERANGEL,4959.341274317891,SplNieyuhua
138,Punch,,6881.077464160464,SS08
139,Punch,,6893.56984937884,SS08
140,Punch,,6908.236329706447,SS08
141,Punch,ERANGEL,7895.795235379462,RainZero-
142,Punch,ERANGEL,7914.571092280365,RainZero-
143,Punch,ERANGEL,7900.544385976007,RainZero-
144,P1911,ERANGEL,3961.631051625706,shzgqybz
145,Punch,ERANGEL,2861.157546060336,WANGLX88
146,P1911,ERANGEL,4505.715854877003,bleach-song
147,Punch,ERANGEL,113.04831659516194,caonim11
148,Punch,ERANGEL,6454.354671758673,paul333333
149,Punch,ERANGEL,6360.449806817911,QuotemeIfYouDie
150,Punch,ERANGEL,7659.7434848460825,gslazzle
151,Punch,ERANGEL,5373.8081294728045,Nancyu_u
152,Punch,ERANGEL,8296.836419844674,Last-Boss
153,Punch,ERANGEL,8274.980902061163,Last-Boss
154,Punch,ERANGEL,8273.716570173347,Last-Boss
155,Punch,ERANGEL,8285.493830531164,Last-Boss
156,Punch,ERANGEL,8293.601026075465,Last-Boss
157,Punch,ERANGEL,2991.9435465865663,qiqixiaokeai20
158,Punch,ERANGEL,3873.4225446234236,TTRAIN28
159,Punch,ERANGEL,3882.8747523416205,lzjLZJ8426
160,Punch,ERANGEL,3875.213379853553,lzjLZJ8426
161,P92,ERANGEL,3896.367712452843,Argentum2_0
162,Punch,ERANGEL,5309.758494059875,aBoxFulloPuppies
163,Punch,ERANGEL,5318.084340819822,aBoxFulloPuppies
164,R1895,ERANGEL,5252.074598211267,slklskla
165,R1895,ERANGEL,5261.87387756988,slklskla
166,R1895,ERANGEL,5265.112272972098,slklskla
167,Punch,ERANGEL,6092.521415223175,WoGuangDing
168,Punch,ERANGEL,3659.9090074684914,Crapasaurus_Rex
169,Punch,ERANGEL,6274.850987165831,Ressci
170,Punch,ERANGEL,6307.13900156085,sofft
171,Punch,ERANGEL,6288.889329288599,sofft
172,Punch,ERANGEL,6270.450684932065,Ressci
173,Punch,ERANGEL,3453.5058317170974,Sleepwhenyoulose
174,P92,ERANGEL,7362.454143284358,Taverryuken
175,Punch,ERANGEL,5048.107059432971,JaffronParticles
176,Hit by Car,ERANGEL,101.79840396096556,ALLURE_LOVEA
177,Punch,ERANGEL,8054.977121762234,RNGUzi757
178,Punch,ERANGEL,8077.3188493591115,RNGUzi757
179,Punch,ERANGEL,3130.471028210611,alakdan007
180,Punch,ERANGEL,7654.949618843027,Diana-1996
181,Punch,ERANGEL,7791.509095805767,Recal1lLove
182,Punch,ERANGEL,7801.281709922864,Recal1lLove
183,Punch,ERANGEL,7772.17462674392,Recal1lLove
184,Punch,ERANGEL,3630.331768310577,SBDBJB
185,Punch,ERANGEL,3630.331768310577,SBDBJB
186,Machete,ERANGEL,2769.2231624193814,Rayam
187,Machete,ERANGEL,2744.39410552129,Rayam
188,Machete,ERANGEL,2765.5240143748524,Rayam
189,Punch,ERANGEL,6099.581300350377,Ganninglanzhou
190,Punch,ERANGEL,6093.888515013382,Ganninglanzhou
191,Hit by Car,ERANGEL,6124.893574677849,SHENGDANJIJE
192,P92,ERANGEL,5428.941358716725,God-Tou
193,P1911,ERANGEL,2633.4179397372527,wswz1235
194,Pan,ERANGEL,4414.048738047644,LiLToo
195,Punch,ERANGEL,4450.911492138774,strangebob
196,Punch,ERANGEL,4458.6665714117935,strangebob
197,Punch,ERANGEL,4469.241531211867,kimtaehyeon02
198,Punch,ERANGEL,2600.723348013971,WuKunYi
199,P1911,ERANGEL,7945.6850495832,42-42
200,P1911,ERANGEL,6379.56123975999,PupilHunter
201,Punch,ERANGEL,7506.856465475945,WFstone
202,Punch,ERANGEL,7504.676044548492,C-uzi
203,Punch,ERANGEL,7511.8093294824785,WFstone
204,Punch,ERANGEL,7526.34653626645,WFstone
205,Punch,ERANGEL,7509.812598653844,C-uzi
206,Punch,ERANGEL,7518.987384735061,C-uzi
207,Punch,ERANGEL,2635.6249516052167,DDHunter
208,Punch,ERANGEL,2615.963898292941,DDHunter
209,Punch,ERANGEL,5615.807924477474,dagigi6
210,Punch,ERANGEL,5597.828556331196,dagigi6
211,Hit by Car,ERANGEL,7015.385335264914,1High5
212,Punch,ERANGEL,7879.44929715986,Fizzely
213,Punch,ERANGEL,7875.894633276526,blackmailninja
214,Punch,ERANGEL,7876.694470855271,Fizzely
215,Punch,ERANGEL,7861.042601573153,Fizzely
216,Punch,ERANGEL,5763.890979261579,MengFeng007
217,Punch,ERANGEL,7646.003236769457,WLQ-0615
218,Punch,ERANGEL,7646.606975923438,WLQ-0615
219,P1911,ERANGEL,7836.0117452985605,ISKEIFOR
220,Punch,ERANGEL,8000.240311923886,Yeonies
221,Punch,ERANGEL,7986.469213659876,Yeonies
222,P1911,ERANGEL,7078.015412067566,gatovader
223,Hit by Car,ERANGEL,8458.601749992135,LCCC0329CCCCC
224,P1911,ERANGEL,5905.074335990023,aotmandijia
225,Punch,ERANGEL,8461.952698370807,Umfufu_
226,Punch,ERANGEL,7243.430049521291,snake1sen
227,Punch,ERANGEL,7231.994052188926,snake1sen
228,Punch,ERANGEL,3157.0243934497885,SalvatoreSPT
229,Punch,ERANGEL,5738.888669678304,RENKUNSB
230,Punch,ERANGEL,8197.6019542035,Curious_Panda
231,Punch,ERANGEL,8185.452295206723,TheWulfbane
232,Hit by Car,ERANGEL,6198.086161002684,DontStopMeBro
233,Punch,ERANGEL,4641.923350984266,kone123
234,Hit by Car,ERANGEL,6625.613955679654,IAMC18
235,P1911,ERANGEL,3520.2682240415998,Mshe_dad
236,Punch,ERANGEL,8014.04054242565,TKKING123
237,Punch,ERANGEL,5054.579938338892,10403
238,Punch,ERANGEL,5054.072714933373,10403
239,Punch,ERANGEL,5052.2897090520255,10403
240,Punch,ERANGEL,7559.819781112311,GOODNET
241,Punch,ERANGEL,5323.88984654679,Degenerate69
242,Hit by Car,ERANGEL,6577.293781798865,ZAHDIEL
243,Punch,ERANGEL,108.68875780410762,lixc6
244,Punch,ERANGEL,3975.725868608398,PowerSTation9
245,Punch,ERANGEL,3984.542780541075,StrikerZ1n
246,Punch,ERANGEL,4422.604286267651,SamTYS
247,Hit by Car,ERANGEL,4181.230162509833,ThePugWhisperer
248,R1895,ERANGEL,5347.596810220551,AGMiller
249,P1911,ERANGEL,7167.689912351399,XingGeNB
250,P1911,ERANGEL,7192.581662877384,XingGeNB
251,R1895,ERANGEL,3458.7734261031037,suweidi8
252,Punch,ERANGEL,7790.131389164756,873808699
253,Punch,ERANGEL,3595.434563139899,whitebuffaloo
254,Punch,ERANGEL,8044.0393325393425,Waltz178
255,Punch,ERANGEL,8028.544112805323,itutpo178
256,Punch,ERANGEL,8031.445394212551,Waltz178
257,Punch,ERANGEL,8033.664753410177,itutpo178
258,Punch,ERANGEL,8063.332224601997,Waltz178
259,Pan,ERANGEL,8253.510829368312,Mfg36
260,Punch,ERANGEL,2685.483587603916,allmanDiE
261,Punch,ERANGEL,7281.495484794453,NWIKC-9
262,Punch,ERANGEL,7366.46793493449,Nyoteng
263,Punch,ERANGEL,7365.909271689137,Nyoteng
264,Punch,ERANGEL,8529.423551714677,HAOHAO0814
265,Punch,ERANGEL,5406.740998478196,Hello_GZH
266,Punch,ERANGEL,5424.829052452805,Hello_GZH
267,Punch,ERANGEL,7776.189570496079,NT_Muny_Man
268,Punch,ERANGEL,7766.306650419233,NT_Muny_Man
269,Punch,ERANGEL,7137.5225714975495,SCwy
270,Hit by Car,ERANGEL,8360.283990338427,tenretnl
271,Punch,ERANGEL,7537.971825132805,kuangxiaoziliang
272,Punch,ERANGEL,7539.776327799785,kuangxiaoziliang
273,P18C,ERANGEL,6846.447911617015,Javicar31
274,Punch,ERANGEL,7651.026280727703,Gufeng815
275,Punch,ERANGEL,7650.498146931871,Gufeng815
276,Punch,ERANGEL,7280.8270601128825,q3267486
277,Punch,ERANGEL,7294.1974022189725,q568985201
278,Punch,ERANGEL,8161.843505400296,Blue_sky_zero
279,Punch,ERANGEL,8137.27570280232,Blue_sky_zero
280,Punch,ERANGEL,8129.7034598332675,Blue_sky_zero
281,Punch,ERANGEL,8164.178963306293,Blue_sky_zero
282,Punch,ERANGEL,8148.70879971999,Blue_sky_zero
283,Punch,ERANGEL,8140.816066911351,Blue_sky_zero
284,Punch,ERANGEL,8153.931885722986,Blue_sky_zero
285,Punch,ERANGEL,5660.254102351413,l139
286,Punch,ERANGEL,6217.031136564461,Uzi-2333
287,Punch,,4068.0059677764725,proteintanaka
288,Pan,,4074.944566606275,KS-YeLang
289,Punch,,4067.4478287508496,Wmemeda
290,Punch,,4040.9172396994218,Wmemeda
291,Punch,ERANGEL,2025.122110074353,wojiaoxixi_9527
292,Punch,ERANGEL,7907.098794813304,HUANGJUBIN
293,Punch,ERANGEL,5467.811318047195,Gesthal
294,P1911,ERANGEL,7249.325918780656,miao002
295,R1895,ERANGEL,233.69127660441222,Hdie1012
296,Punch,ERANGEL,8101.928557767095,Q286818359
297,Punch,ERANGEL,8095.417430463361,Q286818359
298,Punch,ERANGEL,5481.586402121196,Msr33
299,Hit by Car,ERANGEL,4559.880163718341,Haiwezi
300,Hit by Car,ERANGEL,4568.198645940104,Nwhite34
301,Punch,ERANGEL,8594.246525128832,chunyichun
302,Punch,ERANGEL,3780.4232782487466,ll666666bbb
303,Punch,ERANGEL,8539.027594974794,MCMIPS
304,Punch,ERANGEL,7944.905955489341,TANGPC
305,Punch,ERANGEL,6367.5615650014715,eddie_pengyy
306,Punch,ERANGEL,6368.403079281728,eddie_pengyy
307,Punch,ERANGEL,7813.618544738539,Ushian
308,Punch,ERANGEL,8548.591281171419,Sumeersing
309,Punch,ERANGEL,5037.395074244028,MrDoge7
310,Punch,ERANGEL,4975.5097446385325,MrDoge7
311,Hit by Car,ERANGEL,163.7854240920118,HUYA-ChnagQing
312,Punch,ERANGEL,3672.912062632728,Gyzl
313,Punch,ERANGEL,3407.1629935745664,LuoChaoman
314,Punch,ERANGEL,3387.595330002242,LuoChaoman
315,Punch,ERANGEL,3405.092669900336,LuoChaoman
316,Punch,ERANGEL,4141.685225988209,INFB-HAOC
317,Punch,ERANGEL,4326.479084357164,MP971009
318,Punch,ERANGEL,4327.256041132764,ye_66666
319,Hit by Car,ERANGEL,6374.792315564485,Shinza_78
320,Punch,ERANGEL,2644.985810647195,KING_MYRON
321,Punch,ERANGEL,2640.598375378202,KING_MYRON
322,Punch,ERANGEL,6859.374640071572,Chuachuachua1
323,Punch,ERANGEL,4112.724240317602,Davidzhang1986
324,Punch,ERANGEL,4105.273544585427,Promise-We
325,Pan,ERANGEL,3544.9330425841617,jmxwk008
326,Crowbar,ERANGEL,7140.458713687238,441803AWM
327,Punch,ERANGEL,2620.99457661896,HappyTurbo07
328,Punch,ERANGEL,2630.72927517067,HappyTurbo07
329,Punch,ERANGEL,4270.9092998452925,Jackzhang
330,Punch,ERANGEL,4268.1223998330925,youyoumm
331,Punch,ERANGEL,4027.197272806486,MN-carry
332,Punch,ERANGEL,4019.950447282901,MN-carry
333,Punch,ERANGEL,4048.2052681568657,MN-carry
334,Punch,ERANGEL,7810.252303329771,ling419
335,Punch,ERANGEL,7815.218725770508,BABYAAC
336,Punch,ERANGEL,7806.67364925267,ling419
337,P92,ERANGEL,7995.83433681095,ADDADDAD
338,Punch,ERANGEL,5545.290690576734,Mcabiao
339,Punch,ERANGEL,5592.904915909263,Sq_JokerDxD
340,Punch,ERANGEL,5738.333504821848,TodayLJC
341,Punch,ERANGEL,5744.68425316936,DFSK
342,Punch,ERANGEL,4473.772905779862,IMAGiraffe247
343,Punch,ERANGEL,4471.1174443966465,IMAGiraffe247
344,Punch,ERANGEL,4452.165151193406,IMAGiraffe247
345,P92,ERANGEL,8257.596654151193,Rdubz
346,Punch,ERANGEL,7615.108488909401,Arikilas
347,Punch,ERANGEL,6172.872038297002,ddfgghh
348,Punch,ERANGEL,6187.170369537677,ddfgghh
349,Punch,ERANGEL,5369.051365567758,TigerVision
350,Punch,ERANGEL,6551.2382008426475,SmJBwanying
351,Punch,ERANGEL,4508.3045458198585,IAMljl
352,Punch,ERANGEL,7689.080192603534,zgj66666
353,P92,ERANGEL,5449.718562594952,oliverxtreme72
354,Punch,ERANGEL,264.5534049637048,Howard-214
355,Punch,ERANGEL,4831.199550895099,AskfromChina
356,Punch,ERANGEL,8497.700083355496,StabbyDaUnicorn
357,P92,ERANGEL,5548.336592105151,LYY1stbug
358,P92,ERANGEL,5507.923131904619,LYY1stbug
359,Punch,ERANGEL,5103.056925924303,zc66393
360,P1911,ERANGEL,6665.284003496625,Boss_Beard
361,Hit by Car,ERANGEL,133.04176614131362,3214865
362,Hit by Car,ERANGEL,219.49860776323823,PANDA_EDG
363,Punch,ERANGEL,5585.199459588261,Wshinibaba1011
364,Punch,ERANGEL,7701.4083764771885,CHINA-neimenggu
365,Hit by Car,ERANGEL,4269.284641606366,peachzone
366,Punch,ERANGEL,5320.260535216296,Nump_Jacky
367,Punch,,7450.320779283064,Dave_D
368,Punch,,7451.217256907759,Dave_D
369,Punch,ERANGEL,2642.7249340727844,hxyloveyuan
370,Punch,ERANGEL,2623.5435945091513,Without_A_Sound
371,Punch,ERANGEL,2655.314257386496,hxyloveyuan
372,P92,ERANGEL,5588.15176608984,ptgauth
373,Punch,ERANGEL,3994.7100357770646,#unknown
374,Punch,ERANGEL,6339.70811392228,Eric-001
375,Punch,,5849.002637320742,LiRun995
376,P92,,5857.0836802712665,LiRun995
377,Punch,,5846.247233103471,LiRun995
378,Punch,ERANGEL,4235.239154704253,ZHS666ZHS
379,Punch,ERANGEL,3504.7899083084853,BIGBIGLUCKY
380,Hit by Car,ERANGEL,5664.858267482074,IforeverYOU520
381,Punch,ERANGEL,5066.054096477948,China-7844819
382,Punch,ERANGEL,7548.343470086797,OutsiderMZ
383,R1895,ERANGEL,8278.87676548099,youallpiggy
384,Punch,ERANGEL,8378.968363085518,PigoCat
385,Punch,ERANGEL,4994.57813995957,sunjiashuo
386,Punch,ERANGEL,4982.063057379844,sunjiashuo
387,Punch,ERANGEL,6667.405362640553,smallnineAS
388,Hit by Car,ERANGEL,7346.962652660758,A_2iiy
389,Punch,ERANGEL,3611.6631114688703,Force-Dan
390,Punch,ERANGEL,6310.019724791991,Ohitislove
391,Punch,ERANGEL,6307.050286244514,Ohitislove
392,Punch,ERANGEL,6327.100833365073,Ohitislove
393,Punch,ERANGEL,5544.37794695726,AlwaysthankGod
394,Punch,ERANGEL,4308.0189362938045,ULookSoDelicious
395,Punch,ERANGEL,4330.1804634621185,ULookSoDelicious
396,Punch,ERANGEL,7828.576452867852,Yrrr_
397,Hit by Car,ERANGEL,4323.913969213195,Apollonautos
398,Punch,ERANGEL,7901.532166836063,Meeap
399,Punch,ERANGEL,7920.74223662688,Meeap
400,Punch,ERANGEL,7892.914443058533,Meeap
401,Punch,ERANGEL,4969.731010637095,SUPERXIANXIAN
402,Punch,ERANGEL,4958.267208793411,SUPERXIANXIAN
403,P92,ERANGEL,4958.109325455118,KOR-Helix
404,Pan,ERANGEL,4637.157926810883,FiftyMango
405,Hit by Car,ERANGEL,4819.951490210871,spwyz
406,Punch,ERANGEL,7677.553010893509,zoudelei
407,Punch,ERANGEL,7391.138931529565,KoDaMuNky13
408,P92,ERANGEL,5341.222712176866,PEPR
409,Punch,ERANGEL,3533.365884566867,Triweekly
410,Punch,ERANGEL,7034.729080332803,Exjp
411,Punch,ERANGEL,7057.226954715003,cxbxxxxx
412,Punch,ERANGEL,7059.866501959156,cxbxxxxx
413,Punch,ERANGEL,7032.2630354880785,Exjp
414,Punch,ERANGEL,7039.477971935419,Exjp
415,Punch,ERANGEL,5835.887769125191,xNuKa
416,Punch,ERANGEL,8112.792366071992,WUHAOGUHAO
417,Punch,ERANGEL,8132.907633920479,Lx-Potato
418,Hit by Car,ERANGEL,6772.961730247705,Vsehnahuislav
419,Punch,ERANGEL,5624.969513085827,LulubotNA
420,P1911,ERANGEL,3374.3784511084414,Revolita
421,Hit by Car,ERANGEL,3589.0384952658274,eb700h
422,Punch,ERANGEL,5348.980506674707,edsight
423,Punch,ERANGEL,6755.445490441767,CloudT3T
424,Pan,ERANGEL,6275.992446881687,P-style
425,Hit by Car,ERANGEL,4633.232784610978,ALEXBOLT
426,Hit by Car,ERANGEL,4631.8093922943335,ALEXBOLT
427,Hit by Car,ERANGEL,4651.373281393893,ALEXBOLT
428,Punch,ERANGEL,2855.170422954294,LZB1522394
429,Punch,ERANGEL,2878.8401912499417,L--saber
430,Punch,ERANGEL,8391.706442849452,BOOByay
431,Punch,ERANGEL,8359.530588002475,BOOByay
432,P92,ERANGEL,5877.010252335196,Iamaka
433,Punch,ERANGEL,7769.892578693286,zueiqiangmalong
434,P1911,ERANGEL,5400.026293904966,ConvictedGod
435,P1911,ERANGEL,5465.467906967618,VSNRY
436,Punch,ERANGEL,3377.8215925474815,chenqi94
437,Punch,ERANGEL,4609.161862246541,bugbig
438,Hit by Car,ERANGEL,8209.34390905936,ZengQing2017
439,Punch,ERANGEL,8214.078234464108,ZengQing2017
440,P92,ERANGEL,5795.972867380419,agk1
441,Punch,ERANGEL,3601.95186846257,donglin199
442,Punch,ERANGEL,3582.8257113799164,Balrogs
443,Punch,ERANGEL,6867.8807968910605,HCerzi
444,P92,ERANGEL,5560.691612982687,BoHanOB
445,Punch,ERANGEL,7702.869535836758,Lilgggg
446,Hit by Car,ERANGEL,122.2757909399897,LaggyPig
447,Punch,ERANGEL,5089.922593300806,TR3NT
448,Punch,ERANGEL,7008.077832742727,ZhYiYi
449,Punch,ERANGEL,4626.786517795694,pagarlord
450,Punch,ERANGEL,4622.47105449304,pagarlord
451,Punch,ERANGEL,7872.753201678369,luotuodaomobei
452,Punch,ERANGEL,6087.238322234887,99castal
453,Hit by Car,ERANGEL,6924.335529644487,Zhuangqinwei
454,Punch,ERANGEL,8431.129493637492,BOOMLAK
455,Punch,ERANGEL,8431.0827771243,TAnGerry
456,Punch,ERANGEL,8543.837956120246,loveVV1314
457,Hit by Car,ERANGEL,6934.454594257071,Zarathustra117
458,Punch,ERANGEL,6046.587734482979,jewcanoe2
459,Hit by Car,ERANGEL,6557.949429562947,NateSlackerman
460,Hit by Car,ERANGEL,6560.235734878817,NateSlackerman
461,Hit by Car,ERANGEL,6582.030936713683,NateSlackerman
462,Punch,ERANGEL,7532.475424447463,FSSADDSG
463,Punch,ERANGEL,3879.1221289483788,zihaobox
464,Punch,ERANGEL,5334.62553791304,#unknown
465,Punch,,3805.867353442576,Saite
466,Punch,ERANGEL,7946.455123518474,DigitalGlass
467,Punch,ERANGEL,7943.018997942281,DigitalGlass
468,Punch,ERANGEL,7953.081915954656,DigitalGlass
469,Punch,ERANGEL,3666.165567960208,XOOGs
470,Punch,ERANGEL,3670.9904168990965,XOOGs
471,Punch,ERANGEL,3675.4204557721014,XOOGs
472,Punch,ERANGEL,3671.9487245086907,XOOGs
473,Punch,ERANGEL,3675.4550281761035,XOOGs
474,Punch,ERANGEL,3653.185125908212,XOOGs
475,Punch,ERANGEL,3663.46654305345,XOOGs
476,Pan,ERANGEL,3359.568801161244,JuHao
477,Punch,ERANGEL,3238.34143793918,LoganHaeo
478,Punch,ERANGEL,6428.908898225344,Nezzy0
479,Punch,ERANGEL,6425.435238814722,Nezzy0
480,Punch,ERANGEL,6442.339802563196,Nezzy0
481,Punch,ERANGEL,7792.950721343616,fish-old-seven
482,Punch,ERANGEL,3308.8619005544792,Liang--66
483,Hit by Car,ERANGEL,5662.072791183543,vickyyyy
484,Punch,ERANGEL,6974.228607436452,xiandoumuaye
485,Hit by Car,ERANGEL,4018.086179662278,Decepticons_Man
486,Crowbar,ERANGEL,3373.8855855467305,KamedMAX
487,Punch,ERANGEL,3374.8187770161826,Z6FJSKAS
488,Punch,ERANGEL,3544.6597128572157,ClaudeClaude
489,Punch,ERANGEL,3875.4221108545066,zhenpengg
490,Punch,ERANGEL,3874.118716017102,zhenpengg
